,ticker,name,sector,market capitalization
467,VLO,Valero Energy Corporation,Energy,47300.902912
468,VTR,"Ventas, Inc.",Real Estate,23000.281088
469,VLTO,Veralto Corporation,Industrials,25202.33984
470,VRSN,"VeriSign, Inc.",Technology,17433.311232
471,VRSK,"Verisk Analytics, Inc.",Industrials,37354.96704
472,VZ,Verizon Communications Inc.,Communication Services,167538.900992
473,VRTX,Vertex Pharmaceuticals Incorporated,Healthcare,123068.055552
474,VTRS,Viatris Inc.,Healthcare,13764.261888
475,VICI,VICI Properties Inc.,Real Estate,32210.948096
476,V,Visa Inc.,Financial Services,499001.491456
477,VST,Vistra Corp.,Utilities,24391.69024
478,VMC,Vulcan Materials Company,Basic Materials,34045.630464
479,WRB,W. R. Berkley Corporation,Financial Services,20832.811008
480,GWW,"W.W. Grainger, Inc.",Industrials,46383.927296
481,WAB,Westinghouse Air Brake Technologies Corporation,Industrials,26279.202816
482,WBA,"Walgreens Boots Alliance, Inc.",Healthcare,9254.30784
483,WMT,Walmart Inc.,Consumer Defensive,543662.833664
484,DIS,The Walt Disney Company,Communication Services,160026.443776
485,WBD,"Warner Bros. Discovery, Inc.",Communication Services,19308.4416
486,WM,"Waste Management, Inc.",Industrials,80881.025024
487,WAT,Waters Corporation,Healthcare,19519.973376
488,WEC,"WEC Energy Group, Inc.",Utilities,27875.008512
489,WFC,Wells Fargo & Company,Financial Services,177404.493824
490,WELL,Welltower Inc.,Real Estate,67639.799808
491,WST,"West Pharmaceutical Services, Inc.",Healthcare,21878.546432
492,WDC,Western Digital Corporation,Technology,18608.66048
493,WY,Weyerhaeuser Company,Real Estate,22641.31584
494,WMB,"The Williams Companies, Inc.",Energy,50261.250048
495,WTW,Willis Towers Watson Public Limited Company,Financial Services,27860.873216
496,WYNN,"Wynn Resorts, Limited",Consumer Cyclical,8242.822144
497,XEL,Xcel Energy Inc.,Utilities,32329.484288
498,XYL,Xylem Inc.,Industrials,30638.522368
499,YUM,"Yum! Brands, Inc.",Consumer Cyclical,37547.180032
500,ZBRA,Zebra Technologies Corporation,Technology,16395.344896
501,ZBH,"Zimmer Biomet Holdings, Inc.",Healthcare,22021.126144
502,ZTS,Zoetis Inc.,Healthcare,79769.493504
