,ticker,name,sector,market capitalization
462,UAL,"United Airlines Holdings, Inc.",Industrials,15576.865792
463,UPS,"United Parcel Service, Inc.",Industrials,110221.664256
464,URI,"United Rentals, Inc.",Industrials,49748.086784
465,UNH,UnitedHealth Group Incorporated,Healthcare,524361.728
466,UHS,"Universal Health Services, Inc.",Healthcare,14302.10048
467,VLO,Valero Energy Corporation,Energy,50978.865152
468,VTR,"Ventas, Inc.",Real Estate,21756.602368
469,VLTO,Veralto Corporation,Industrials,25914.007552
470,VRSN,"VeriSign, Inc.",Technology,18041.800704
471,VRSK,"Verisk Analytics, Inc.",Industrials,39944.720384
472,VZ,Verizon Communications Inc.,Communication Services,168759.656448
473,VRTX,Vertex Pharmaceuticals Incorporated,Healthcare,127803.326464
474,VTRS,Viatris Inc.,Healthcare,14383.415296
475,VICI,VICI Properties Inc.,Real Estate,32213.397504
476,V,Visa Inc.,Financial Services,504878.03904
477,VST,Vistra Corp.,Utilities,24711.356416
478,VMC,Vulcan Materials Company,Basic Materials,34611.67104
479,WRB,W. R. Berkley Corporation,Financial Services,20581.582848
480,GWW,"W.W. Grainger, Inc.",Industrials,47675.912192
481,WAB,Westinghouse Air Brake Technologies Corporation,Industrials,27974.975488
482,WBA,"Walgreens Boots Alliance, Inc.",Healthcare,10203.910144
483,WMT,Walmart Inc.,Consumer Defensive,561278.222336
484,DIS,The Walt Disney Company,Communication Services,163945.988096
485,WBD,"Warner Bros. Discovery, Inc.",Communication Services,20362.07616
486,WM,"Waste Management, Inc.",Industrials,79043.01056
487,WAT,Waters Corporation,Healthcare,18861.29152
488,WEC,"WEC Energy Group, Inc.",Utilities,26443.862016
489,WFC,Wells Fargo & Company,Financial Services,205489.651712
490,WELL,Welltower Inc.,Real Estate,65639.223296
491,WST,"West Pharmaceutical Services, Inc.",Healthcare,20742.83008
492,WDC,Western Digital Corporation,Technology,22288.596992
493,WY,Weyerhaeuser Company,Real Estate,23036.93824
494,WMB,"The Williams Companies, Inc.",Energy,51821.248512
495,WTW,Willis Towers Watson Public Limited Company,Financial Services,28749.488128
496,WYNN,"Wynn Resorts, Limited",Consumer Cyclical,9146.114048
497,XEL,Xcel Energy Inc.,Utilities,31871.451136
498,XYL,Xylem Inc.,Industrials,34146.236416
499,YUM,"Yum! Brands, Inc.",Consumer Cyclical,36062.978048
500,ZBRA,Zebra Technologies Corporation,Technology,16761.696256
501,ZBH,"Zimmer Biomet Holdings, Inc.",Healthcare,22895.468544
502,ZTS,Zoetis Inc.,Healthcare,82060.091392
